"","id","valg","parti","rangering_original","rangering","valgt","kummulert","kjonn","personstemmer","medietreff"
"375","kandidat1529",2015,"nkp",9,7,"Ikke valgt","Nei",0,19,5
"376","kandidat1530",2015,"nkp",5,5,"Ikke valgt","Nei",0,27,1
"377","kandidat1531",2015,"nkp",2,2,"Ikke valgt","Nei",0,39,0
"378","kandidat1658",2015,"pirat",18,13,"Ikke valgt","Nei",1,27,0
"379","kandidat1659",2015,"pirat",3,2,"Ikke valgt","Nei",0,136,326
"380","kandidat1660",2015,"pirat",8,12,"Ikke valgt","Nei",0,29,1
"381","kandidat1661",2015,"pirat",6,5,"Ikke valgt","Nei",0,50,0
"382","kandidat1662",2015,"pirat",9,16,"Ikke valgt","Nei",0,25,39
"383","kandidat1663",2015,"pirat",17,21,"Ikke valgt","Nei",0,18,0
"384","kandidat1664",2015,"pirat",19,15,"Ikke valgt","Nei",0,26,2
"385","kandidat1665",2015,"pirat",11,14,"Ikke valgt","Nei",0,26,0
"386","kandidat1666",2015,"pirat",13,6,"Ikke valgt","Nei",1,45,0
"387","kandidat1667",2015,"pirat",7,10,"Ikke valgt","Nei",0,35,16
"388","kandidat1668",2015,"pirat",10,11,"Ikke valgt","Nei",0,33,19
"389","kandidat1669",2015,"pirat",20,18,"Ikke valgt","Nei",0,24,2
"390","kandidat1670",2015,"pirat",4,8,"Ikke valgt","Nei",0,38,1
"391","kandidat1671",2015,"pirat",16,7,"Ikke valgt","Nei",1,40,4
"392","kandidat1672",2015,"pirat",14,9,"Ikke valgt","Nei",0,38,4
"393","kandidat1673",2015,"pirat",15,17,"Ikke valgt","Nei",0,24,0
"394","kandidat1674",2015,"pirat",12,19,"Ikke valgt","Nei",0,21,3
"395","kandidat1675",2015,"pirat",5,4,"Ikke valgt","Nei",0,61,73
"396","kandidat1676",2015,"pirat",21,20,"Ikke valgt","Nei",0,21,1
"397","kandidat1677",2015,"pirat",2,3,"Ikke valgt","Nei",0,89,33
"398","kandidat1678",2015,"pirat",1,1,"Ikke valgt","Nei",0,282,280
"399","kandidat1767",2015,"pp",20,18,"Ikke valgt","Nei",0,11,0
"400","kandidat1768",2015,"pp",17,23,"Ikke valgt","Nei",1,8,1
"401","kandidat1769",2015,"pp",1,1,"Ikke valgt","Ja",0,229,6
"402","kandidat1770",2015,"pp",22,22,"Ikke valgt","Nei",0,9,0
"403","kandidat1771",2015,"pp",7,11,"Ikke valgt","Nei",1,21,0
"404","kandidat1772",2015,"pp",18,15,"Ikke valgt","Nei",1,18,131
"405","kandidat1773",2015,"pp",21,6,"Ikke valgt","Nei",1,25,0
"406","kandidat1774",2015,"pp",10,10,"Ikke valgt","Nei",0,22,70
"407","kandidat1775",2015,"pp",12,17,"Ikke valgt","Nei",1,12,0
"408","kandidat1776",2015,"pp",13,7,"Ikke valgt","Nei",0,24,3
"409","kandidat1777",2015,"pp",4,16,"Ikke valgt","Nei",0,17,0
"410","kandidat1778",2015,"pp",8,5,"Ikke valgt","Nei",1,27,0
"411","kandidat1779",2015,"pp",19,21,"Ikke valgt","Nei",0,9,86
"412","kandidat1780",2015,"pp",2,2,"Ikke valgt","Nei",1,60,2
"413","kandidat1781",2015,"pp",3,3,"Ikke valgt","Nei",0,43,177
"414","kandidat1782",2015,"pp",14,8,"Ikke valgt","Nei",1,24,48
"415","kandidat1783",2015,"pp",5,9,"Ikke valgt","Nei",0,22,0
"416","kandidat1784",2015,"pp",15,20,"Ikke valgt","Nei",0,10,4
"417","kandidat1785",2015,"pp",23,12,"Ikke valgt","Nei",1,20,19
"418","kandidat1786",2015,"pp",24,13,"Ikke valgt","Nei",1,20,0
"419","kandidat1787",2015,"pp",9,14,"Ikke valgt","Nei",0,19,0
"420","kandidat1788",2015,"pp",11,19,"Ikke valgt","Nei",0,10,0
"421","kandidat1789",2015,"pp",16,24,"Ikke valgt","Nei",0,6,2
"422","kandidat1790",2015,"pp",6,4,"Ikke valgt","Nei",1,32,0
"423","kandidat1965",2015,"rv",45,61,"Ikke valgt","Nei",0,63,6
"424","kandidat1966",2015,"rv",36,51,"Ikke valgt","Nei",0,101,9
"425","kandidat1967",2015,"rv",59,27,"Ikke valgt","Nei",0,172,350
"426","kandidat1968",2015,"rv",49,58,"Ikke valgt","Nei",0,73,6
"427","kandidat1969",2015,"rv",44,44,"Ikke valgt","Nei",1,115,52
"428","kandidat1970",2015,"rv",17,35,"Ikke valgt","Nei",0,151,0
"429","kandidat1971",2015,"rv",27,24,"Ikke valgt","Nei",0,184,17
"430","kandidat1972",2015,"rv",3,2,"Valgt","Ja",1,1320,140
"431","kandidat1973",2015,"rv",21,40,"Ikke valgt","Nei",0,126,36
"432","kandidat1974",2015,"rv",37,37,"Ikke valgt","Nei",1,150,128
"433","kandidat1975",2015,"rv",50,55,"Ikke valgt","Nei",1,91,1
"434","kandidat1976",2015,"rv",16,21,"Ikke valgt","Nei",1,266,73
"435","kandidat1977",2015,"rv",41,18,"Ikke valgt","Nei",0,346,134
"436","kandidat1978",2015,"rv",63,11,"Ikke valgt","Nei",0,843,2143
"437","kandidat1979",2015,"rv",7,8,"Vara","Ja",1,399,5
"438","kandidat1980",2015,"rv",23,23,"Ikke valgt","Nei",1,209,1
"439","kandidat1981",2015,"rv",25,41,"Ikke valgt","Nei",1,121,0
"440","kandidat1982",2015,"rv",31,56,"Ikke valgt","Nei",0,84,1
"441","kandidat1983",2015,"rv",53,50,"Ikke valgt","Nei",0,103,34
"442","kandidat1984",2015,"rv",43,52,"Ikke valgt","Nei",1,100,7
"443","kandidat1985",2015,"rv",39,48,"Ikke valgt","Nei",1,109,1
"444","kandidat1986",2015,"rv",40,60,"Ikke valgt","Nei",0,68,3950
"445","kandidat1987",2015,"rv",1,1,"Valgt","Ja",0,8651,6447
"446","kandidat1988",2015,"rv",55,64,"Ikke valgt","Nei",0,47,0
"447","kandidat1989",2015,"rv",33,47,"Ikke valgt","Nei",0,109,0
"448","kandidat1990",2015,"rv",15,26,"Ikke valgt","Nei",1,172,2
"449","kandidat1991",2015,"rv",2,3,"Valgt","Ja",1,1024,40
"450","kandidat1992",2015,"rv",64,22,"Ikke valgt","Nei",1,247,202
"451","kandidat1993",2015,"rv",52,45,"Ikke valgt","Nei",1,114,3
"452","kandidat1994",2015,"rv",46,57,"Ikke valgt","Nei",1,84,2
"453","kandidat1995",2015,"rv",51,62,"Ikke valgt","Nei",0,60,0
"454","kandidat1996",2015,"rv",65,17,"Ikke valgt","Nei",0,487,10595
"455","kandidat1997",2015,"rv",35,28,"Ikke valgt","Nei",1,171,250
"456","kandidat1998",2015,"rv",38,12,"Ikke valgt","Nei",0,798,997
"457","kandidat1999",2015,"rv",22,33,"Ikke valgt","Nei",1,161,0
"458","kandidat2000",2015,"rv",42,32,"Ikke valgt","Nei",1,163,159
"459","kandidat2001",2015,"rv",26,39,"Ikke valgt","Nei",1,127,5
"460","kandidat2002",2015,"rv",5,4,"Vara","Ja",1,926,105
"461","kandidat2003",2015,"rv",11,20,"Ikke valgt","Nei",1,280,4
"462","kandidat2004",2015,"rv",24,54,"Ikke valgt","Nei",0,91,16
"463","kandidat2005",2015,"rv",30,38,"Ikke valgt","Nei",1,141,194
"464","kandidat2006",2015,"rv",18,16,"Ikke valgt","Nei",1,490,1041
"465","kandidat2007",2015,"rv",57,65,"Ikke valgt","Nei",0,40,457
"466","kandidat2008",2015,"rv",14,19,"Ikke valgt","Nei",1,337,65
"467","kandidat2009",2015,"rv",28,31,"Ikke valgt","Nei",1,166,527
"468","kandidat2010",2015,"rv",32,46,"Ikke valgt","Nei",1,110,30
"469","kandidat2011",2015,"rv",10,9,"Vara","Ja",0,355,6
"470","kandidat2012",2015,"rv",60,29,"Ikke valgt","Nei",1,169,99
"471","kandidat2013",2015,"rv",12,14,"Ikke valgt","Nei",1,643,26
"472","kandidat2014",2015,"rv",48,63,"Ikke valgt","Nei",1,58,0
"473","kandidat2015",2015,"rv",4,5,"Vara","Ja",1,786,37
"474","kandidat2016",2015,"rv",56,59,"Ikke valgt","Nei",1,72,0
"475","kandidat2017",2015,"rv",47,36,"Ikke valgt","Nei",1,151,55
"476","kandidat2018",2015,"rv",19,25,"Ikke valgt","Nei",1,179,11
"477","kandidat2019",2015,"rv",29,49,"Ikke valgt","Nei",0,107,405
"478","kandidat2020",2015,"rv",6,7,"Vara","Ja",0,415,183
"479","kandidat2021",2015,"rv",13,15,"Ikke valgt","Nei",1,626,12
"480","kandidat2022",2015,"rv",61,30,"Ikke valgt","Nei",0,169,1028
"481","kandidat2023",2015,"rv",8,10,"Ikke valgt","Ja",0,331,257
"482","kandidat2024",2015,"rv",9,6,"Vara","Ja",1,479,15
"483","kandidat2025",2015,"rv",58,43,"Ikke valgt","Nei",1,116,133
"484","kandidat2026",2015,"rv",34,53,"Ikke valgt","Nei",1,92,112
"485","kandidat2027",2015,"rv",54,42,"Ikke valgt","Nei",1,118,1
"486","kandidat2028",2015,"rv",62,13,"Ikke valgt",NA,NA,663,0
"487","kandidat2029",2015,"rv",20,34,"Ikke valgt","Nei",0,159,231
"488","kandidat2165",2015,"sp",3,3,"Ikke valgt","Nei",1,143,3
"489","kandidat2166",2015,"sp",1,1,"Ikke valgt","Ja",1,683,131
"490","kandidat2167",2015,"sp",50,12,"Ikke valgt","Nei",0,48,9
"491","kandidat2168",2015,"sp",51,35,"Ikke valgt","Nei",1,17,617
"492","kandidat2169",2015,"sp",24,22,"Ikke valgt","Nei",1,27,0
"493","kandidat2170",2015,"sp",28,33,"Ikke valgt","Nei",1,18,4
"494","kandidat2171",2015,"sp",2,2,"Ikke valgt","Nei",0,172,52
"495","kandidat2172",2015,"sp",7,4,"Ikke valgt","Nei",0,89,9
"496","kandidat2173",2015,"sp",32,31,"Ikke valgt","Nei",1,19,211
"497","kandidat2174",2015,"sp",19,18,"Ikke valgt","Nei",1,37,4
"498","kandidat2175",2015,"sp",34,40,"Ikke valgt","Nei",1,14,2
"499","kandidat2176",2015,"sp",36,47,"Ikke valgt","Nei",1,9,2
"500","kandidat2177",2015,"sp",38,49,"Ikke valgt","Nei",1,7,6
"501","kandidat2178",2015,"sp",6,6,"Ikke valgt","Nei",1,81,37
"502","kandidat2179",2015,"sp",25,27,"Ikke valgt","Nei",0,22,5
"503","kandidat2180",2015,"sp",42,51,"Ikke valgt","Nei",0,7,90
"504","kandidat2181",2015,"sp",47,39,"Ikke valgt","Nei",0,16,582
"505","kandidat2182",2015,"sp",48,52,"Ikke valgt","Nei",1,4,2
"506","kandidat2183",2015,"sp",45,38,"Ikke valgt","Nei",1,16,0
"507","kandidat2184",2015,"sp",39,50,"Ikke valgt","Nei",0,7,4
"508","kandidat2185",2015,"sp",31,28,"Ikke valgt","Nei",0,21,26
"509","kandidat2186",2015,"sp",40,42,"Ikke valgt","Nei",0,14,3
"510","kandidat2187",2015,"sp",13,17,"Ikke valgt","Nei",0,39,10
"511","kandidat2188",2015,"sp",41,48,"Ikke valgt","Nei",1,8,1
"512","kandidat2189",2015,"sp",14,24,"Ikke valgt","Nei",1,25,9
"513","kandidat2190",2015,"sp",10,10,"Ikke valgt","Nei",0,53,6
"514","kandidat2191",2015,"sp",27,44,"Ikke valgt","Nei",0,12,2
"515","kandidat2192",2015,"sp",44,43,"Ikke valgt","Nei",0,13,101
"516","kandidat2193",2015,"sp",17,25,"Ikke valgt","Nei",1,25,3
"517","kandidat2194",2015,"sp",46,29,"Ikke valgt","Nei",0,21,5
"518","kandidat2195",2015,"sp",22,26,"Ikke valgt","Nei",1,24,2
"519","kandidat2196",2015,"sp",33,45,"Ikke valgt","Nei",0,10,275
"520","kandidat2197",2015,"sp",43,46,"Ikke valgt","Nei",1,10,0
"521","kandidat2198",2015,"sp",29,30,"Ikke valgt","Nei",0,20,527
"522","kandidat2199",2015,"sp",30,19,"Ikke valgt","Nei",1,31,14
"523","kandidat2200",2015,"sp",21,36,"Ikke valgt","Nei",0,16,0
"524","kandidat2201",2015,"sp",18,23,"Ikke valgt","Nei",0,26,0
"525","kandidat2202",2015,"sp",5,5,"Ikke valgt","Nei",0,82,3
"526","kandidat2203",2015,"sp",35,37,"Ikke valgt","Nei",0,16,3
"527","kandidat2204",2015,"sp",11,13,"Ikke valgt","Nei",1,46,60
"528","kandidat2205",2015,"sp",52,20,"Ikke valgt","Nei",1,31,53
"529","kandidat2206",2015,"sp",37,41,"Ikke valgt","Nei",0,14,283
"530","kandidat2207",2015,"sp",20,15,"Ikke valgt","Nei",0,42,7
"531","kandidat2208",2015,"sp",9,8,"Ikke valgt","Nei",1,70,4
"532","kandidat2209",2015,"sp",23,11,"Ikke valgt","Nei",0,49,281
"533","kandidat2210",2015,"sp",8,7,"Ikke valgt","Nei",0,71,5
"534","kandidat2211",2015,"sp",12,16,"Ikke valgt","Nei",0,40,0
"535","kandidat2212",2015,"sp",15,14,"Ikke valgt","Nei",0,46,0
"536","kandidat2213",2015,"sp",49,32,"Ikke valgt","Nei",0,19,3
"537","kandidat2214",2015,"sp",26,34,"Ikke valgt","Nei",0,17,3
"538","kandidat2215",2015,"sp",16,21,"Ikke valgt","Nei",0,29,41
"539","kandidat2216",2015,"sp",4,9,"Ikke valgt","Nei",0,55,0
"540","kandidat2460",2015,"sv",38,49,"Ikke valgt","Nei",0,108,32
"541","kandidat2461",2015,"sv",12,40,"Ikke valgt","Nei",0,154,59
"542","kandidat2462",2015,"sv",47,48,"Ikke valgt","Nei",1,116,4
"543","kandidat2463",2015,"sv",10,9,"Vara","Ja",0,652,261
"544","kandidat2464",2015,"sv",31,33,"Ikke valgt","Nei",1,205,2
"545","kandidat2465",2015,"sv",5,4,"Vara","Ja",1,1237,1
"546","kandidat2466",2015,"sv",22,18,"Ikke valgt","Nei",0,373,2
"547","kandidat2467",2015,"sv",49,21,"Ikke valgt","Nei",1,309,453
"548","kandidat2468",2015,"sv",17,17,"Ikke valgt","Nei",1,384,157
"549","kandidat2469",2015,"sv",32,55,"Ikke valgt","Nei",0,54,0
"550","kandidat2470",2015,"sv",51,41,"Ikke valgt","Nei",1,146,27
"551","kandidat2471",2015,"sv",46,32,"Ikke valgt","Nei",0,206,578
"552","kandidat2472",2015,"sv",43,29,"Ikke valgt","Nei",1,222,1429
"553","kandidat2473",2015,"sv",29,31,"Ikke valgt","Nei",1,217,21
"554","kandidat2474",2015,"sv",4,8,"Vara","Ja",0,697,15
"555","kandidat2475",2015,"sv",16,26,"Ikke valgt","Nei",0,240,197
"556","kandidat2476",2015,"sv",44,50,"Ikke valgt","Nei",0,88,199
"557","kandidat2477",2015,"sv",24,35,"Ikke valgt","Nei",0,184,2
"558","kandidat2478",2015,"sv",8,2,"Valgt","Ja",0,2540,2214
"559","kandidat2479",2015,"sv",18,44,"Ikke valgt","Nei",0,129,235
"560","kandidat2480",2015,"sv",20,13,"Ikke valgt","Nei",0,507,0
"561","kandidat2481",2015,"sv",35,47,"Ikke valgt","Nei",1,123,49
"562","kandidat2482",2015,"sv",33,39,"Ikke valgt","Nei",1,170,0
"563","kandidat2483",2015,"sv",27,23,"Ikke valgt","Nei",1,280,125
"564","kandidat2484",2015,"sv",6,10,"Ikke valgt","Ja",0,581,40
"565","kandidat2485",2015,"sv",54,30,"Ikke valgt","Nei",1,221,0
"566","kandidat2486",2015,"sv",26,38,"Ikke valgt","Nei",0,177,195
"567","kandidat2487",2015,"sv",14,11,"Ikke valgt","Nei",1,554,97
"568","kandidat2488",2015,"sv",11,16,"Ikke valgt","Nei",1,465,76
"569","kandidat2489",2015,"sv",25,27,"Ikke valgt","Nei",1,237,17
"570","kandidat2490",2015,"sv",41,45,"Ikke valgt","Nei",1,124,4
"571","kandidat2491",2015,"sv",30,22,"Ikke valgt","Nei",0,286,0
"572","kandidat2492",2015,"sv",21,14,"Ikke valgt","Nei",1,483,151
"573","kandidat2493",2015,"sv",7,6,"Vara","Ja",1,1018,248
"574","kandidat2494",2015,"sv",48,54,"Ikke valgt","Nei",0,66,1484
"575","kandidat2495",2015,"sv",39,43,"Ikke valgt","Nei",1,131,8
"576","kandidat2496",2015,"sv",52,46,"Ikke valgt","Nei",1,124,810
"577","kandidat2497",2015,"sv",50,28,"Ikke valgt","Nei",0,233,435
"578","kandidat2498",2015,"sv",19,20,"Ikke valgt","Nei",1,316,9
"579","kandidat2499",2015,"sv",15,15,"Ikke valgt","Nei",1,482,2
"580","kandidat2500",2015,"sv",1,1,"Valgt","Ja",1,4071,3022
"581","kandidat2501",2015,"sv",45,42,"Ikke valgt","Nei",1,140,10
"582","kandidat2502",2015,"sv",55,19,"Ikke valgt","Nei",0,325,471
"583","kandidat2503",2015,"sv",36,51,"Ikke valgt","Nei",0,83,159
"584","kandidat2504",2015,"sv",34,53,"Ikke valgt","Nei",0,67,12
"585","kandidat2505",2015,"sv",28,36,"Ikke valgt","Nei",0,182,5
"586","kandidat2506",2015,"sv",13,12,"Ikke valgt","Nei",1,549,194
"587","kandidat2507",2015,"sv",37,37,"Ikke valgt","Nei",1,182,12
"588","kandidat2508",2015,"sv",9,7,"Vara","Ja",1,814,60
"589","kandidat2509",2015,"sv",3,3,"Valgt","Ja",1,2210,117
"590","kandidat2510",2015,"sv",2,5,"Vara","Ja",0,1199,45
"591","kandidat2511",2015,"sv",42,52,"Ikke valgt","Nei",0,71,6
"592","kandidat2512",2015,"sv",23,24,"Ikke valgt","Nei",1,262,3
"593","kandidat2513",2015,"sv",53,25,"Ikke valgt","Nei",1,244,165
"594","kandidat2514",2015,"sv",40,34,"Ikke valgt","Nei",0,194,1118
"595","kandidat2706",2015,"v",17,14,"Ikke valgt","Nei",1,349,95
"596","kandidat2707",2015,"v",51,33,"Ikke valgt","Nei",0,154,122
"597","kandidat2708",2015,"v",12,13,"Ikke valgt","Nei",0,350,16
"598","kandidat2709",2015,"v",63,57,"Ikke valgt","Nei",1,87,2
"599","kandidat2710",2015,"v",64,43,"Ikke valgt","Nei",1,123,41
"600","kandidat2711",2015,"v",10,9,"Vara","Nei",0,486,2
"601","kandidat2712",2015,"v",29,10,"Vara","Nei",1,429,229
"602","kandidat2713",2015,"v",23,23,"Ikke valgt","Nei",1,195,67
"603","kandidat2714",2015,"v",2,2,"Valgt","Ja",0,1497,19
"604","kandidat2715",2015,"v",21,17,"Ikke valgt","Nei",1,269,123
"605","kandidat2716",2015,"v",22,44,"Ikke valgt","Nei",0,121,64
"606","kandidat2717",2015,"v",57,60,"Ikke valgt","Nei",1,77,10
"607","kandidat2718",2015,"v",8,7,"Vara","Nei",0,630,62
"608","kandidat2719",2015,"v",50,59,"Ikke valgt","Nei",1,81,0
"609","kandidat2720",2015,"v",54,38,"Ikke valgt","Nei",1,130,23
"610","kandidat2721",2015,"v",4,3,"Valgt","Ja",0,909,407
"611","kandidat2722",2015,"v",47,55,"Ikke valgt","Nei",1,90,14
"612","kandidat2723",2015,"v",53,26,"Ikke valgt","Nei",1,184,211
"613","kandidat2724",2015,"v",40,47,"Ikke valgt","Nei",1,116,13
"614","kandidat2725",2015,"v",43,49,"Ikke valgt","Nei",1,104,59
"615","kandidat2726",2015,"v",25,21,"Ikke valgt","Nei",1,218,19
"616","kandidat2727",2015,"v",36,45,"Ikke valgt","Nei",1,119,4
"617","kandidat2728",2015,"v",13,16,"Ikke valgt","Nei",1,275,2
"618","kandidat2729",2015,"v",37,40,"Ikke valgt","Nei",1,126,54
"619","kandidat2730",2015,"v",1,1,"Valgt","Ja",1,4782,5107
"620","kandidat2731",2015,"v",30,24,"Ikke valgt","Nei",0,190,37
"621","kandidat2732",2015,"v",49,39,"Ikke valgt","Nei",0,127,89
"622","kandidat2733",2015,"v",48,56,"Ikke valgt","Nei",0,88,0
"623","kandidat2734",2015,"v",16,20,"Ikke valgt","Nei",0,243,515
"624","kandidat2735",2015,"v",14,18,"Ikke valgt","Nei",0,265,14
"625","kandidat2736",2015,"v",32,54,"Ikke valgt","Nei",0,90,0
"626","kandidat2737",2015,"v",45,42,"Ikke valgt","Nei",1,124,38
"627","kandidat2738",2015,"v",19,19,"Ikke valgt","Nei",0,264,0
"628","kandidat2739",2015,"v",41,52,"Ikke valgt","Nei",1,96,1
"629","kandidat2740",2015,"v",55,51,"Ikke valgt","Nei",0,97,1
"630","kandidat2741",2015,"v",28,37,"Ikke valgt","Nei",1,138,44
"631","kandidat2742",2015,"v",27,15,"Ikke valgt","Nei",1,316,0
"632","kandidat2743",2015,"v",39,34,"Ikke valgt","Nei",0,150,0
"633","kandidat2744",2015,"v",34,53,"Ikke valgt","Nei",1,93,0
"634","kandidat2745",2015,"v",31,30,"Ikke valgt","Nei",1,168,17
"635","kandidat2746",2015,"v",5,6,"Vara","Nei",1,825,64
"636","kandidat2747",2015,"v",26,36,"Ikke valgt","Nei",0,138,229
"637","kandidat2748",2015,"v",46,46,"Ikke valgt","Nei",0,117,199
"638","kandidat2749",2015,"v",33,50,"Ikke valgt","Nei",0,99,112
"639","kandidat2750",2015,"v",6,5,"Vara","Nei",0,2230,3053
"640","kandidat2751",2015,"v",24,41,"Ikke valgt","Nei",0,125,46
"641","kandidat2752",2015,"v",3,4,"Valgt","Ja",1,884,27
"642","kandidat2753",2015,"v",9,12,"Ikke valgt","Nei",1,362,1
"643","kandidat2754",2015,"v",61,58,"Ikke valgt","Nei",0,86,29
"644","kandidat2755",2015,"v",60,61,"Ikke valgt","Nei",0,71,8
"645","kandidat2756",2015,"v",38,31,"Ikke valgt","Nei",1,168,0
"646","kandidat2757",2015,"v",65,48,"Ikke valgt","Nei",0,116,237
"647","kandidat2758",2015,"v",42,32,"Ikke valgt","Nei",1,164,406
"648","kandidat2759",2015,"v",15,22,"Ikke valgt","Nei",1,201,17
"649","kandidat2760",2015,"v",59,29,"Ikke valgt","Nei",1,172,80
"650","kandidat2761",2015,"v",52,65,"Ikke valgt","Nei",0,41,31
"651","kandidat2762",2015,"v",20,25,"Ikke valgt","Nei",0,188,9
"652","kandidat2763",2015,"v",44,35,"Ikke valgt","Nei",1,142,0
"653","kandidat2764",2015,"v",35,28,"Ikke valgt","Nei",1,172,13
"654","kandidat2765",2015,"v",58,62,"Ikke valgt","Nei",1,63,60
"655","kandidat2766",2015,"v",62,63,"Ikke valgt","Nei",0,58,14
"656","kandidat2767",2015,"v",18,27,"Ikke valgt","Nei",0,181,2
"657","kandidat2768",2015,"v",56,64,"Ikke valgt","Nei",0,48,4
"658","kandidat2769",2015,"v",11,8,"Vara","Nei",1,566,15
"659","kandidat2770",2015,"v",7,11,"Vara","Nei",1,403,9
